mean_predicted_p,fraction_positive
0.012563916193657482,0.014073494917904612
0.11648144806536431,0.0
0.49594673987665805,0.0
0.6707793498708406,0.8571428571428571
0.786128935241286,0.8571428571428571
0.8411601636647538,0.8679245283018868
0.9876237955356931,0.972972972972973
